type,id,addr:city,addr:housenumber,addr:postcode,addr:street,check_date,email,name,opening_hours,operator,phone,service:bicycle:ebike,service:bicycle:parts,service:bicycle:repair,shop,website,id_prop,created_by,service:bicycle:retail,service:bicycle:second_hand,addr:country,service:bicycle:bike,service:bicycle:cleaning,service:bicycle:clothing,service:bicycle:dealer,service:bicycle:mtb,service:bicycle:service,service:bicycle:tools,image,payment:credit_cards,payment:debit_cards,service:bicycle:pump,wheelchair,amenity,check_date:opening_hours,contact:email,fax,level,service:bicycle:rental,addr:housename,addr:housenumber:old,addr:street:old,designation,source,addr:place,service:bicycle:diy,contact:fax,contact:phone,addr:floor,payment:cash,check_date:currency:XBT,currency:XBT,description,payment:lightning,payment:lightning_contactless,payment:onchain,service:bicycle:Bicycle_Sales_and_Service,service:bicycle:bicycle,service:bicycle:chain_tool,service:bicycle:sales,contact:website,check_date:service:bicycle:retail,addr:suburb,commons,repair,atm,vending,vending_machine,payment:mastercard,alt_name,brand,brand:wikidata,brand:wikipedia,note,payment:american_express,payment:diners_club,payment:ep_geldkarte,payment:jcb,payment:maestro,payment:unionpay,payment:visa,bicycle,information,map_size,map_type,mtb,tourism,entrance,ele,at_bev:addr_date,mobile,start_date,compressed_air,contact:facebook,contact:instagram,contact:mobile,contact:name,payment:contactless,phone:mobile,check_date:service:bicycle:pump,service,payment:cards,payment:coins,payment:notes,identity,provides,source:date,toilets:wheelchair,fixme,service:bicycle:sportswear,advertising,cafe,old_name,poster,barrier,nobrand,payment:app,payment:apple_pay,addr:unit,payment:account_cards,opening_hours:signed,step_count,addr:door,payment:v_pay,service:bicycle:bicycle_sales_and_service,UID,opening_hours:url,service:bicycle:cargobike,not:brand:wikidata,ref:vatin,internet_access,second_hand,parts,official_name,service:bicycle:rental:electric_mtb,service:bicycle:rental:mtb,service:bicycle:rims,service:bicycle:wheels,service:bicycle:emtb,service:bicycle:screwdriver,currency:EUR,payment:girocard,payment:visa_debit,service:bicycle:chaintool,service:bicycle:service_case,service:bicycle:stand,service:bicycle:suspension,service:bicycle:suspension_service,service:bicycle:wash,stroller,operator:wikidata,service:bicycle:charging,bicycle:rental,alt_name:de,payment:credit_card,trade,bicycle:type,addr:hamlet,url,building:levels,addr:flats,air_conditioning,service:bicycle:spare_parts,toilets,rental,internet_access:fee,fee,contact:whatsapp,internet,payment:paypal,service:bicycle:tuning,sport,branch,check_date:service:bicycle:repair,toilets:access,toilets:fee,toilets:gender_segregated,access,opening_date,service:bicycle:accessories,instagram,capacity,operator:type,bicycle_rental,payment:qr_code,changing_table,dog,handwashing:soap,toilets:handwashing,toilets:paper_supplied,toilets:position,geometry
Feature,node/9887230867,,,,,,,,,,,,,yes,bicycle,,node/9887230867,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.8306596,47.7423089]}"
Feature,node/9935042717,St. Georgen im Attergau,10,4880,Am See-Ring,,,Bikesport Attergau,"Mo,Tu,Th,Fr 08:00-12:00,14:30-18:00; We,Sa 08:00-12:00",,+43 7667 6359,,,,bicycle,,node/9935042717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cube,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.5037761,47.9299493]}"
Feature,node/9948749626,Villach,37,9500,Gerbergasse,,,Papin Bike Center Villach,Mo-Sa 08:30-17:00,,,,,,bicycle,https://www.papinsport.com/,node/9948749626,,no,,AT,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+43 660 698 4138,,,https://www.facebook.com/papinrentabike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.8499048,46.6119706]}"
Feature,node/9955007131,Zistersdorf,2,2225,Pröbstlgasse,,,Fahrradgeschäft,Mo off,Polak,+43 664 3461388,,,,bicycle,,node/9955007131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://fpolak.at,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.763101,48.5449699]}"
Feature,node/9961183560,,,,,,,2Rad Service Vescky,,,,,,,bicycle,https://www.2rad-pv.at/,node/9961183560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3984107,48.2061904]}"
Feature,node/9974844775,Waidhofen an der Ybbs,7,3340,Hörtlergasse,,,1OF1 Rad-Shop,"Mo, Th, Fr 09:00-12:00, 14:00-18:00",,,,,,bicycle,https://www.1of1.at/,node/9974844775,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+43 664 8881 3811,,,,,,,,,,,,,,,,,Valentina Kindermoden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.7745625,47.959963]}"
Feature,node/9983622003,Linz,297,4040,Freistädter Straße,2026-04-29,,Radsport Kiesl,"Mo-Th 08:00-12:00,14:00-18:00; Fr 08:00-18:00; Sa 08:00-13:00",,,,,yes,bicycle,,node/9983622003,,yes,no,AT,,,,,,,,,,,no,,,,info@radsport-kiesl.at,,,,,,,,,,,,+43732 750450,,,,,,,,,,,,,http://radsport-kiesl.at/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.316007,48.3299004]}"
Feature,node/9987699952,Mödling,20,2340,Friedrich Schiller-Straße,,,Bonanza Rad,"Mo-Fr 08:00-12:00; Mo, We, Fr 14:00-18:00",,+43 664 430987,,,yes,bicycle,https://www.bonanzarad.at/,node/9987699952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.2873375,48.082499]}"
Feature,node/9987806119,,,,,,,radwerker.at,,,,,,,bicycle,,node/9987806119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.0962289,46.7228811]}"
Feature,node/9998607645,,,,,,,Gerry Sports,,,,,,yes,bicycle,https://www.gerry-sport.at/,node/9998607645,,no,,,,yes,,,,,,,,,yes,,bicycle_rental,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[12.3163407,47.4413637]}"
Feature,node/10012161573,Unterach am Attersee,17,4866,Hugo-Wolf-Weg,,,Michel's 2 Rad-Verleih u. Reparaturen,,Michel Purkhart,+43 7665 8145,,,yes,bicycle,,node/10012161573,,,,AT,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.4939213,47.8088728]}"
Feature,node/10062049030,,,,,,,Zweirad Minarik,,,+43 676 3019285,,,,bicycle,http://www.zweiradminarik.at,node/10062049030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3715648,47.8771069]}"
Feature,node/10093314994,,,,,2022-10-11,,Fahrrad Zaki,Mo-Fr 08:00-16:30; Sa 09:00-12:00,,,,,,bicycle,https://fahrrad-zaki.at,node/10093314994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.4488203,48.2716196]}"
Feature,node/10121750286,Windischgarsten,36,4580,Hauptstraße,,tomsbikewerk@gmail.com,Tom's Bikewerk,,,+43 664 9225672,,,yes,bicycle,https://www.tomsbikewerk.at/,node/10121750286,,no,no,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.32585,47.7222872]}"
Feature,node/10129716530,Ried im Innkreis,4,4941,Aubachweg,,,Neubike,"Mo-Fr 09:00-12:00,13:00-18:00; Sa 09:00-12:00; PH,Su off",,,,,,bicycle,,node/10129716530,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.464987,48.2076995]}"
Feature,node/10129832025,Peilstein im Mühlviertel,8,4153,,,peilstein@neubike.at,Neubike,"Mo-Fr 09:00-12:00, 14:00-18:00; Sa 09:00-12:00",,+43 660 1403503,,,,bicycle,,node/10129832025,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,Rinnmühle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[13.9041668,48.6124493]}"
Feature,node/10169061259,Silz,68,6424,Tiroler Straße,,,Bergmaschin,,,+436602426297,,yes,yes,bicycle,https://www.bergmaschin.at/,node/10169061259,,yes,,,,,,,,yes,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[10.9293752,47.2662393]}"
Feature,node/10303474968,,,,,,,Feiersinger,Tu-Fr 14:00-18:00,,,,,,bicycle,,node/10303474968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+43 664 75016377,,,,,,,,,,,,,https://feiersinger.com,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[12.0616472,47.4903549]}"
Feature,node/10586479765,Saalfelden am Steinernen Meer,24,5760,Leogangerstraße,,service@suspensionfactory.at,Suspension Factory,"Mo-Fr 08:00-18:00, Sa 08:00-12:00",SG Toolbox GmbH,+43 664 88363359,yes,yes,yes,bicycle,https://www.suspensionfactory.at,node/10586479765,,yes,,,yes,,yes,yes,yes,yes,yes,https://www.suspensionfactory.at/wp-content/uploads/cropped-Suspension-Factory-Logo-BG-dunkel-768x171.jpg,yes,yes,yes,yes,,,,,0,,,,,,local knowledge;survey,,,,,,yes,,,"Mountainbike Suspension Service (forks, shocks, damper) and repair shop. It is part of the BIKEMENT Shop.",,,,,yes,,yes,,,,,,,,,yes,,Suspension Factory,,,,,,,,yes,,yes,,,,,,,,,,,2022-11-01,,,,,,yes,,,,yes,yes,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,ATU67991603,,,,,,,,,,yes,yes,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,yes,yes,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[12.8418131,47.4297182]}"
Feature,node/10606112359,,,,,,,Fahrrad 1030,Mo-Fr 10:00-18:00; Sa 09:00-15:00,,,,,yes,bicycle,http://www.fahrrad-1030.at/,node/10606112359,,yes,yes,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.390053,48.202435]}"
Feature,node/10649758802,Gleisdorf,34,8200,Grazer Straße,,,Friesi's Bikery,,,,,,,bicycle,,node/10649758802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cycling,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.6975744,47.1057836]}"
Feature,node/10670736648,Klagenfurt am Wörthersee,1,9020,Am Südpark,,klagenfurt@multicycle.at,Multicycle,Mo-Fr 10:00-19:00; Sa 10:00-16:00,Multicycle,+43 720 779900014,yes,yes,yes,bicycle,https://multicycle.at/klagenfurt,node/10670736648,,yes,,,,,,yes,,yes,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,yes,,,,,,,,,,CUBE Store Klagenfurt,CUBE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[14.3206008,46.6138986]}"
Feature,node/10684073375,,,,,2024-11-23,,eBikes & biken,"Mo-Tu,Su off; We 09:00-12:00,14:00-16:00; Th-Fr 09:00-12:00,14:00-17:00; Sa 09:00-12:00",Christian Hammer,+43 681 20293450,,,yes,bicycle,https://www.ebikes-biken.at/,node/10684073375,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.7978162,47.2380593]}"
Feature,node/10697913755,,,,,,,Ride a Bike,"We 14:30-18:30; Th-Fr 09:00-13:00, 14:30-18:30; PH closed",Fabian Welte,,,,yes,bicycle,,node/10697913755,,,,,,,,,,,,,,,,,,,office@rideabike.at,,,,,,,,,,,,+43 650 5578182,,,,,,,,,,,,,https://www.rideabike.at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[9.7512149,47.5301267]}"
Feature,node/10721775028,Traisen,9,3160,Mariazeller Straße,,,Radsport Bauer,,Ronald Bauer,+436642842605,,,,bicycle,,node/10721775028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[15.6084113,48.0550396]}"
Feature,node/10723294509,,1,,Kranzgasse,,info@radbar.wien,radbar,"Mo-Fr 09:00-12:30,14:00-18:00; Sa-Su off",,+43 660 200 100 4,,,yes,bicycle,https://radbar.wien/,node/10723294509,,yes,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3339228,48.1883654]}"
Feature,node/10723344542,Wien,192,1120,Schönbrunner Straße,,,Edis Fahrrad,,,+43 676 7045755,,,,bicycle,https://edisfahrrad.at/,node/10723344542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3365661,48.1852556]}"
Feature,node/10733028198,,3,1150,Löhrgasse,2025-04-23,kontakt@radlheim.org,Radlheim Fünfhaus,Mo-Fr 11:00-19:00,,+43 670 6500945,,,yes,bicycle,https://radlheim.org/,node/10733028198,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-01,,,,,,,,2025-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3370708,48.198335]}"
Feature,node/10739182314,Wien,27,1020,Freudenauer Hafenstraße,,,Fahrradwerkstatt Freudenau,,,,,,yes,bicycle,http://fahrrad-freudenau.at,node/10739182314,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.4777458,48.1754967]}"
Feature,node/10740110180,,,,,,,Chainge,nach Vereinbarung,,+43 677 615 844 93,,,,bicycle,https://chainge.at/,node/10740110180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3586859,48.2272917]}"
Feature,node/10740110181,,,,,,,Michael Beck - Beckbikes,,,+43 676 6673440,,,,bicycle,https://www.beckbikes.at/,node/10740110181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3635804,48.2217107]}"
Feature,node/10740110182,,,,,,,Seven Bike,,,,,,,bicycle,,node/10740110182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3693598,48.2303834]}"
Feature,node/10740110183,,70,,Linke Wienzeile,2026-01-17,office1060@apexcycling.at,Apex Cycling,"Mo,Su,PH off; Tu-Fr 10:00-18:30; Sa 09:00-16:30; Jan 01-06,Dec 24-31 off",Martin Zeiler Handels GmbH,+43 1 5814671,,,no,bicycle,https://apexcycling.at/,node/10740110183,,yes,no,,,,,,,,,,,,,no,,,,,0,,,,,,,,,,,0,,,,,,,,,,,,,2026-01-17,,,,,,,,,Apex Cycling,,,,,,,,,,,,,,,,,,,,,,,apexcycling1060,apexcycling1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATU67109309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Am Naschmarkt,2026-01-17,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3549754,48.1961534]}"
Feature,node/10740110184,Wien,18/4,1050,Schloßgasse,,info@morassi.wien,Rahmenmanufaktur Morassi,"Tu 10:00-18:00; We 10:00-19:00; Th 10:00-18:00 || ""by appointment""",Vincent Morassi,+43 660 2443034,,,,bicycle,https://morassiframes.com/,node/10740110184,,,,,,,,,,,,,,,,,,,,,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3594191,48.1908417]}"
Feature,node/10740110185,,,,,,,Artbauer,,,,,,,bicycle,https://www.ktm-bikes-artbauer.at/,node/10740110185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3805846,48.2093588]}"
Feature,node/10740110186,,,,,,,Jovelo,Mo-Fr 10:00-19:00; Sa 10:00-15:00,,+43 660 3132444,,,,bicycle,,node/10740110186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3946002,48.1967932]}"
Feature,node/10740110187,Wien,33/1,1020,Ausstellungsstraße,,,Zweiradheimat,"Tu 08:00-12:00,13:00-15:00; We 08:00-12:00; Th 11:00-14:00,15:00-18:00; Fr 09:00-12:00,13:00-15:00",,,,,yes,bicycle,http://www.zweiradheimat.at,node/10740110187,,,,AT,,,,,,,,,,,,,,,,,,,,,,,,,,,+436706010661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.40269,48.2181752]}"
Feature,node/10740110188,Wien,11,1020,Obermüllnerstraße,2024-08-21,,Velopold Vienna,Mar-Oct Mo-Su 09:00-19:00; Nov Mo-Sa 09:00-18:00,,,,,yes,bicycle,https://velopoldvienna.com/,node/10740110188,,,,AT,,,,,,,,,,,,no,bicycle_rental,,,,-1,yes,,,,,,,,,+436601190120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.4030724,48.2196395]}"
Feature,node/10740110189,,37a,,Hirschstettner Straße,,,Limitedbikes,,,,,,,bicycle,https://www.limitedbikes.at/,node/10740110189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.4572817,48.2443813]}"
Feature,node/10740110190,,,,,,,Stir Bike,Mo-Fr 10:00-18:00,,,,,,bicycle,https://stirbike.at,node/10740110190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""type"":""Point"",""coordinates"":[16.3882118,48.2750839]}"
